CountyID,Total Establishments,Labor_Force,Unemployment Rate,Commuter Ratio,Average Weekly Wages,Total Pop,Avg Total Working Adults/House,Self-Employment as % of Workforce,Non-Employer Establishments as % of All Establishments,101,1011,1012,1013,102,1021,1022,1023,1024,1025,1026,1027,1028,1029,11,21,22,23,31-33,42,51,53,54,56,61,62,71,72,81,92,99,% of Total Population in the Labor Force,March Employment Numbers,Jobs_Lost,April_Jobs,Job_Loss_Ratio,Number of Loans Received,Total Amt of Loans Received
13001,437,9574.0,3.7,0.7615743250569229,1241,18440,1.74,0.12829811179192196,0.7285453438831406,0.20923670923670923,0.04633204633204633,0.06608256608256609,0.09682209682209682,0.20804870804870804,0.20062370062370063,0.006237006237006237,0.016483516483516484,0.016632016632016633,0.0891000891000891,0.12177012177012177,0.012028512028512028,0.018117018117018116,0.002376002376002376,0.04633204633204633,0.0,0.0,0.06608256608256609,0.09682209682209682,0.03994653994653995,0.006237006237006237,0.001188001188001188,0.008019008019008018,0.008613008613008613,0.07707157707157707,0.051826551826551825,0.0,0.0,0.012028512028512028,0.018117018117018116,0.002376002376002376,0.5191973969631236,7024,441,6583,0.06278473804100228,776,37919130.92
13003,125,4584.0,3.2,0.5024785939612438,712,8239,1.81,0.1252664853341175,0.8184438040345822,0.5064987814784728,0.025588952071486596,0.006498781478472786,0.4744110479285134,0.127944760357433,0.06376929325751422,0.0,0.1303818034118603,0.010154346060113728,0.07229894394800974,0.03168155970755483,0.005280259951259139,0.01868399675060926,0.00040617384240454913,0.0,0.0,0.0,0.006498781478472786,0.4744110479285134,0.04467912266450041,0.0,0.0,0.0,0.0,0.10316815597075549,0.041429731925264016,0.0,0.0,0.005280259951259139,0.01868399675060926,0.00040617384240454913,0.5563782012380143,2230,223,2007,0.1,387,18503466.080000002
13005,270,4928.0,3.7,0.7756005056890013,700,11201,1.83,0.12990028684605928,0.7005524861878453,0.32883733477205285,0.0,0.0,0.20124089560291342,0.1748044240625843,0.12328028055031022,0.0,0.03398974912328028,0.024548152144591315,0.07094685729700566,0.060426220663609385,0.015106555165902346,0.0024278392230914487,0.0,0.07364445643377394,0.0,0.0,0.0,0.20124089560291342,0.0,0.0,0.0,0.015106555165902346,0.0,0.0,0.007283517669274346,0.003506878877798759,0.05691934178581063,0.015106555165902346,0.0024278392230914487,0.0,0.4399607177930542,3681,-46,3727,-0.012496604183645748,589,25776333.02
13007,63,1229.0,4.4,0.37361702127659574,714,3132,1.36,0.1645120045461003,0.7568627450980392,0.20568927789934355,0.20568927789934355,0.0,0.0,0.24507658643326038,0.05689277899343545,0.0,0.07658643326039387,0.0,0.05470459518599562,0.0,0.010940919037199124,0.010940919037199124,0.0087527352297593,0.20568927789934355,0.0,0.0,0.0,0.0,0.028446389496717725,0.0,0.0,0.0,0.0,0.0,0.05470459518599562,0.0,0.0,0.010940919037199124,0.010940919037199124,0.0087527352297593,0.39240102171136654,439,7,432,0.015945330296127564,189,4090793.64
13009,859,18253.0,4.3,0.8994678720604222,677,45111,1.95,0.180389381849331,0.7881376617036856,0.10611719253058596,0.00206052801030264,0.022794591113972956,0.08126207340631036,0.22543464262717322,0.08048937540244688,0.00412105602060528,0.027881519639407597,0.08003863490019318,0.1269800386349002,0.1403090792015454,0.021699935608499678,0.027430779137153895,0.0016097875080489374,0.0,0.0,0.0,0.022794591113972956,0.08126207340631036,0.006503541532517708,0.00412105602060528,0.0077913715389568575,0.0,0.06677398583386993,0.058081133290405665,0.10334835801674179,0.01081777205408886,0.12949130714745655,0.021699935608499678,0.027430779137153895,0.0016097875080489374,0.40462414932056484,15720,1485,14235,0.09446564885496184,1821,59674735.79
13011,284,10137.0,2.7,0.43741765480895917,644,18708,1.8,0.13402806958567945,0.8203703703703704,0.21567384875369666,0.08829742289818335,0.0452049007182087,0.08217152513730461,0.1924376848331221,0.11280101394169835,0.0,0.0033798056611744824,0.07689057879171948,0.06738487536966624,0.2338403041825095,0.01394169835234474,0.0010561892691170257,0.0,0.08829742289818335,0.0,0.0,0.0452049007182087,0.08217152513730461,0.06907477820025348,0.0,0.0006337135614702154,0.010773130544993664,0.06632868610054922,0.10899873257287707,0.02577101816645543,0.017321504013519222,0.21673003802281368,0.01394169835234474,0.0010561892691170257,0.0,0.541853752405388,4316,566,3750,0.13113994439295645,408,18345074.73
13013,1304,42052.0,2.8,0.5149416285273747,812,78991,1.94,0.16586382917535408,0.8395196506550219,0.1821710999281093,0.015336688233884496,0.06316798466331176,0.10366642703091301,0.1959741193386053,0.16103522645578722,0.0030673376467768992,0.017876827222621614,0.07145938173975556,0.09206805655403787,0.1146417445482866,0.0196980589503954,0.014665708123652048,0.0025401389887371195,0.0,0.0,0.0,0.06316798466331176,0.10366642703091301,0.09753175173735922,0.0030673376467768992,0.005511622334052241,0.030529595015576325,0.0,0.05147375988497484,0.08123652048885693,0.002779774742391565,0.11186196980589504,0.0196980589503954,0.014665708123652048,0.0025401389887371195,0.532364446582522,21040,1916,19124,0.09106463878326997,2315,116363394.61
13015,2380,51799.0,3.4,0.8371921133062986,899,104919,1.83,0.16656777394095618,0.779639409943544,0.2967684195249383,0.005418218760582459,0.04581297469885347,0.2455372260655024,0.17299598471288277,0.12028929418025253,0.003966910163997871,0.011803976585554642,0.047361037201877024,0.04786899521068163,0.11615306467998646,0.0170528760098689,0.013279473658748972,0.0027574863335107155,0.0025156015674132844,0.0029268056697789174,0.0,0.04581297469885347,0.2455372260655024,0.0,0.003966910163997871,0.008780417009336752,0.015698321319723284,0.060930772579942914,0.0033863867253640365,0.07689516714237338,0.017343137729185817,0.09880992695080064,0.0170528760098689,0.013279473658748972,0.0027574863335107155,0.49370466741009733,41909,6811,35098,0.16251879071321196,3786,215953182.84
13017,341,5541.0,5.1,1.0743770211147041,664,17033,1.66,0.18740911294231702,0.7509104151493081,0.28157653528872595,0.062144821264894595,0.010265811182401467,0.20916590284142988,0.17946837763519707,0.10944087992667277,0.006232813932172319,0.03006416131989001,0.06746104491292393,0.08872593950504125,0.0771769019248396,0.046012832263978,0.024931255728689275,0.002933088909257562,0.062144821264894595,0.0,0.0,0.010265811182401467,0.20916590284142988,0.027497708524289642,0.006232813932172319,0.004399633363886343,0.007516040329972502,0.05994500458295142,0.08615948670944087,0.0,0.0,0.0,0.046012832263978,0.024931255728689275,0.002933088909257562,0.3253096929489814,5648,323,5325,0.057188385269121816,846,30284797.43
13019,269,7687.0,4.4,0.45951830180977005,710,19152,1.64,0.14927779351212392,0.8070671378091873,0.3962729514935599,0.06138668128254316,0.014798574952041656,0.32008769525897507,0.1542888462592491,0.08002192381474377,0.0,0.03261167443135105,0.03178953137845985,0.0619347766511373,0.06549739654699918,0.010413812003288572,0.008495478213209099,0.0,0.06138668128254316,0.0,0.0,0.014798574952041656,0.32008769525897507,0.040833104960263086,0.0,0.004384762948753083,0.016990956426418197,0.0,0.0,0.0,0.0,0.0,0.010413812003288572,0.008495478213209099,0.0,0.40136800334168754,3377,915,2462,0.27095054782351197,634,19716580.31
